Run key adviser,Id,Name,Certification,Salary,Force,Specialty 
11325,680666268,Keith Reid,Biochemistry,26290,Intelligence,Gaza
11326,150732980,Debra Sheffer,geology ,12593,Armored,Gaza
11327,338245192,Ashley Degregorio,Biochemistry,16325,Navy,Syria
11328,469634172,Lena Sollenberger,Zoology,12241,Navy,Firearms
11329,297375451,Genevieve Martin,Microbiology,24882,Intelligence,Enemy-psychology
11330,425022879,Sherri Babcock,Microbiology,27273,Armored,Finance
11331,257914536,Cheryl Wiegand,Astronomy,21818,Infantry,Lebanon
11332,321387160,Percy Green,Automotive Enginee,27046,Armored,Gaza
11333,257294826,Kara Brown,Biochemistry,14519,Air,Firearms
11334,289019882,Coleen Kerns,Physics,11075,Air,Explosives
11335,44721824,Mario Hilliard,Botany,29834,Intelligence,Lebanon
11336,984279884,Maryann Martinez,Zoology,4877,Infantry,Syria
11337,23043431,Edwin Garrison,Automotive Enginee,24436,Infantry,Firearms
11338,707372736,Maria Turner,Computer Engineer,9541,Armored,Explosives
11339,326113283,Lisa Burdette,Zoology,29989,Air,Syria
11340,673433642,Kenneth Whitmore,Microbiology,19961,Navy,Health-care
11341,10089817,Paul Poorman,Zoology,25010,Infantry,Firearms
11342,182585234,Moses Sumner,Botany,21772,Infantry,Firearms
11343,967116164,Charles Wilson,Zoology,7925,Navy,Firearms
11344,764584473,Mary Newbold,Chemistry,5786,Air,Syria
11345,785922039,Casey Patterson,Astronomy,3937,Air,Enemy-psychology
11346,482315319,Terry Overton,Physics,10656,Intelligence,Enemy-psychology
11347,21778588,Paul Dashnaw,Automotive Enginee,5629,Navy,Explosives
11348,494667554,Brenda Smith,Physics,17787,Infantry,Firearms
11349,123008967,Dennis Daisy,Zoology,21996,Infantry,Enemy-psychology
11350,364542543,Gregory Armstrong,Biochemistry,18840,Infantry,Health-care
11351,387591579,Ruben Jones,Zoology,13302,Air,Syria
11352,966334873,Sally Palesano,Automotive Enginee,15843,Intelligence,Health-care
11353,308664115,Mario Harrison,Zoology,19452,Air,Enemy-psychology
11354,749581584,Marvin Collins,Chemistry,3853,Armored,Animal training
11355,886061832,Norris Solis,Chemistry,4498,Infantry,Enemy-psychology
11356,129384694,David Colony,Chemistry,19930,Intelligence,Explosives
11357,458108158,John Doyle,Computer Engineer,28308,Navy,Firearms
11358,315008701,James Shipe,Biochemistry,14878,Intelligence,Syria
11359,337781017,Joyce Wiseman,Chemistry,18139,Air,Lebanon
11360,651150419,Crystal Davis,Biochemistry,9873,Intelligence,Syria
11361,136817198,Patricia Herrera,Astronomy,7282,Navy,Animal training
11362,944549207,Daniel Nez,Botany,21033,Navy,Health-care
11363,883340362,Danielle Tague,geology ,16213,Armored,Egypt
11364,182325282,Lucy Shaw,Chemical Engineer,9150,Navy,Firearms
11365,619713982,Betty Cox,Physics,3400,Armored,Explosives
11366,943787589,Karen Wilson,geology ,23360,Armored,Gaza
11367,170993879,Robert Reeves,Chemical Engineer,22953,Air,Gaza
11368,654010817,Evelyn Magallan,Chemistry,20893,Armored,Explosives
11369,817897810,Charles Williams,Biochemistry,28993,Air,Finance
11370,42804079,Cassandra Boxx,Zoology,20963,Armored,Gaza
11371,218844726,Sandra Saborido,Computer Engineer,22968,Intelligence,Egypt
11372,659237340,Elizabeth Barnes,Chemical Engineer,4756,Navy,Lebanon
11373,118880271,Eleanor Yang,Chemistry,8796,Infantry,Lebanon
11374,161922443,Kathryn Barber,Botany,25280,Navy,Enemy-psychology
11375,341895664,John Adamo,geology ,9841,Infantry,Syria
11376,10498895,Elizabeth Walker,Botany,27502,Intelligence,Firearms
11377,340270206,Vivian Abbott,Biochemistry,20403,Armored,Lebanon
11378,253534942,Allen Cooke,Physics,6992,Navy,Syria
11379,45373039,Antonio Slaff,Zoology,12845,Navy,Finance
11380,886643415,Michael Flanagan,geology ,23898,Air,Animal training
11381,440278957,Richard Zuleger,Computer Engineer,12686,Navy,Lebanon
11382,919086827,Louise Alkire,Chemistry,21091,Infantry,Animal training
11383,440165234,Estella Roy,Chemistry,10226,Navy,Finance
11384,779946976,Marie Reulet,Botany,29996,Navy,Animal training
11385,454048489,Jean Ott,Physics,27909,Navy,Animal training
11386,753851090,Alexandra Tasker,Zoology,20528,Air,Enemy-psychology
11387,126894376,Flossie Brailey,Physics,28897,Navy,Finance
11388,296309189,Lauren Jackson,Botany,10176,Armored,Animal training
11389,934265555,James Moffett,Physics,19657,Navy,Egypt
11390,337652909,Troy Manos,geology ,28797,Air,Gaza
11391,629473169,Matthew Thomas,Botany,19986,Air,Firearms
11392,529531177,Alicia Puckett,Botany,25514,Infantry,Firearms
11393,137890571,Laura Kelly,Biochemistry,8032,Intelligence,Syria
11394,97803323,Wm Gilbert,Astronomy,18964,Infantry,Syria
11395,463888450,Krysta Ritchie,Physics,8889,Intelligence,Animal training
11396,800429565,William Thomas,Astronomy,28697,Navy,Enemy-psychology
11397,213497744,John Pawlowski,Computer Engineer,14206,Navy,Finance
11398,273313527,Jerry Davis,Chemistry,28142,Air,Finance
11399,346846507,Christina Williams,Botany,6910,Intelligence,Finance
11400,415458821,Glenn Kinley,Computer Engineer,15634,Navy,Firearms
11401,195211348,Jack Mclendon,Astronomy,26493,Intelligence,Finance
11402,854548072,Raquel Guerra,Botany,18582,Air,Lebanon
11403,205629032,Kami Jasso,Chemical Engineer,16915,Infantry,Egypt
11404,954110563,Chandra Smith,Chemistry,24147,Air,Gaza
11405,684136252,Virginia Stoll,Astronomy,7100,Intelligence,Firearms
11406,842316502,Norma Bartley,geology ,25914,Infantry,Enemy-psychology
11407,826003880,Robert Null,geology ,12917,Armored,Gaza
11408,801467234,Aracely Moldenhauer,Computer Engineer,17319,Armored,Finance
11409,678012700,Winnifred Wynn,Chemistry,29516,Air,Syria
11410,932734886,Gladys Cochran,Computer Engineer,17583,Armored,Animal training
11411,353393480,William Keith,Astronomy,3179,Air,Explosives
11412,401752531,Judith Pecanty,Chemical Engineer,7247,Intelligence,Health-care
11413,379050207,Jeff Hodges,Chemical Engineer,11747,Armored,Animal training
11414,355811059,Heidi Doughtry,Computer Engineer,20212,Intelligence,Enemy-psychology
11415,425465090,Frank Castillo,Microbiology,28339,Intelligence,Health-care
11416,551060971,Jerrold Gary,Microbiology,10263,Infantry,Syria
11417,408715931,Charles Randhawa,Automotive Enginee,13926,Infantry,Firearms
11418,843512921,Belinda Odum,Biochemistry,28221,Armored,Animal training
11419,685497117,Jessica Trotter,Chemistry,4930,Infantry,Gaza
11420,466764967,Preston Hatfield,Zoology,14979,Intelligence,Syria
11421,222010416,Renato Wigington,Chemical Engineer,10608,Air,Enemy-psychology
11422,243670063,Kendra Ramirez,geology ,17404,Infantry,Explosives
11423,807084233,Dana Olsen,Computer Engineer,22037,Infantry,Finance
11424,630261407,Constance Slaton,Automotive Enginee,28395,Navy,Syria
11425,685867817,Jose Vinyard,Zoology,14868,Air,Health-care
11426,78207941,Raymond Houk,Physics,13441,Air,Enemy-psychology
11427,26095422,Marie Shoop,Computer Engineer,23805,Armored,Explosives
11428,455094440,Della Alden,Astronomy,18740,Armored,Firearms
11429,505824143,Betty Eggleston,geology ,4990,Air,Finance
11430,58678234,Juana Shimizu,Physics,5545,Air,Health-care
11431,567751018,Raymond Wilkins,Botany,21195,Navy,Health-care
11432,365807974,Andrew Larson,Biochemistry,6572,Infantry,Health-care
11433,367632891,Johnathon Morgan,geology ,21969,Air,Health-care
11434,583261498,Francis Hernandez,Microbiology,8492,Air,Explosives
11435,880804896,James Simmons,Computer Engineer,12635,Air,Gaza
11436,525763154,Robert Soper,Computer Engineer,7580,Intelligence,Animal training
11437,832293364,Nicholas Steiner,geology ,21331,Navy,Egypt
11438,435098950,James Mallory,Zoology,22246,Navy,Finance
11439,463002261,Ron Caldeira,Microbiology,28711,Air,Health-care
11440,888925453,Mark Hood,Chemistry,28058,Air,Lebanon
11441,754592938,John Winters,Chemistry,18441,Armored,Gaza
11442,595737119,Donnie Wardell,Physics,13171,Infantry,Egypt
11443,510676147,Luz Macdowell,Botany,3899,Navy,Firearms
11444,383615575,Jose Hunt,Botany,23335,Navy,Explosives
11445,818019126,Nicholas Long,Automotive Enginee,13713,Intelligence,Animal training
11446,703287059,Karen Fouts,Chemical Engineer,22363,Armored,Syria
11447,694911762,Robert Cox,Computer Engineer,19696,Navy,Animal training
11448,753360264,Jonathan Carr,Zoology,24164,Infantry,Health-care
11449,179699774,Grace Abrew,Botany,29970,Armored,Animal training
11450,882986829,James Bates,Chemistry,25136,Navy,Explosives
11451,323528980,Holly Troutt,Microbiology,17503,Armored,Lebanon
11452,358388055,Dana Mccann,Automotive Enginee,10698,Armored,Animal training
11453,88316736,Amy Ross,Chemical Engineer,21362,Infantry,Explosives
11454,52624233,Jay Lee,Zoology,23820,Navy,Syria
11455,322748964,Helen Russell,Automotive Enginee,25695,Navy,Firearms
11456,599856796,Leon Larson,Automotive Enginee,17629,Armored,Explosives
11457,426809387,Anna Savoy,Chemical Engineer,28625,Infantry,Gaza
11458,658248459,Marguerite Santi,Chemical Engineer,10785,Infantry,Egypt
11459,891387031,Amos Copeland,Physics,13444,Infantry,Enemy-psychology
11460,191597040,Phillip Fleming,Biochemistry,17634,Armored,Egypt
11461,814742670,Nancy Hamel,geology ,20713,Air,Firearms
11462,231141061,Nancy Patton,Astronomy,14954,Intelligence,Explosives
11463,868792684,William Tolliver,Physics,6867,Air,Egypt
11464,350211554,Andrew Iuliucci,Astronomy,22589,Intelligence,Gaza
11465,834137700,Virginia Jarman,Zoology,13291,Navy,Enemy-psychology
11466,207219643,Glenn Crowley,Astronomy,14430,Navy,Lebanon
11467,632717244,Ray Moorhouse,Zoology,14924,Air,Enemy-psychology
11468,568452489,Mark Pullen,Astronomy,20953,Air,Explosives
11469,915535952,Elizabeth King,Botany,21171,Infantry,Animal training
11470,387906038,Louis Espericueta,Automotive Enginee,4905,Armored,Syria
11471,883359018,Kari Maddrey,Zoology,18698,Armored,Animal training
11472,621944201,Lee Meginnes,Biochemistry,13147,Intelligence,Gaza
11473,843981062,Stephanie Spinney,Computer Engineer,20626,Infantry,Lebanon
11474,604466349,Ethel Aldrich,Physics,21208,Infantry,Enemy-psychology
11475,923026488,Christine Allen,Astronomy,25798,Armored,Lebanon
11476,164620567,April Wilson,Astronomy,9266,Armored,Enemy-psychology
11477,888057431,Agnes Owen,Computer Engineer,14335,Intelligence,Lebanon
11478,260026423,David Smith,Automotive Enginee,4183,Armored,Finance
11479,682641980,Betty Coleman,Automotive Enginee,10978,Armored,Explosives
11480,67411779,George Elder,Chemistry,28420,Intelligence,Enemy-psychology
11481,606951507,Nicholas Mckean,Astronomy,19357,Infantry,Finance
11482,839830489,William Guiney,Astronomy,7426,Intelligence,Lebanon
11483,685073374,Kris Mclain,Microbiology,3548,Air,Finance
11484,25449362,Mary Hernandez,Botany,20066,Intelligence,Egypt
11485,935793893,Mable Martin,Computer Engineer,24834,Armored,Firearms
11486,866719860,Karla Perze,geology ,5287,Navy,Firearms
11487,843156413,Keith Mentz,Astronomy,23639,Navy,Lebanon
11488,524721687,Betty Thomas,Automotive Enginee,28720,Infantry,Health-care
11489,617511148,Susan Illich,Zoology,21625,Intelligence,Syria
11490,696681252,Erin Evans,Computer Engineer,29109,Air,Animal training
11491,860883503,Ruth Amos,Zoology,5680,Infantry,Egypt
11492,699655127,Bobby Klock,Chemistry,6410,Navy,Firearms
11493,593538184,Dillon Buckman,Biochemistry,22203,Infantry,Firearms
11494,89286829,Kenneth West,geology ,25325,Intelligence,Egypt
11495,956396215,Brett Nutt,Computer Engineer,22265,Armored,Firearms
11496,317430267,June Simpson,Automotive Enginee,6971,Intelligence,Gaza
11497,285327592,Mark Alvarado,Zoology,27989,Navy,Gaza
11498,734931884,Lori Olm,Computer Engineer,4146,Armored,Gaza
11499,614865013,John Madsen,Automotive Enginee,22074,Armored,Finance
11500,93902461,Michael Jackson,Chemical Engineer,13740,Intelligence,Health-care
11501,142542429,Peggy Crowder,Automotive Enginee,10561,Intelligence,Explosives
11502,290172931,Matthew Vega,Astronomy,28406,Armored,Egypt
11503,42823736,Eugene York,Astronomy,18189,Infantry,Firearms
11504,748851915,Eileen Cifuentes,Astronomy,21897,Navy,Gaza
11505,48338291,Philip Dang,Astronomy,18108,Armored,Explosives
11506,403967885,Diane Robinson,Automotive Enginee,10011,Infantry,Animal training
11507,405056498,Priscilla Cook,Physics,10499,Infantry,Egypt
11508,735504124,Kristen Britt,Automotive Enginee,10294,Air,Egypt
11509,815333174,Anthony Holloman,Astronomy,9119,Intelligence,Firearms
11510,982106834,Jonelle Kisner,geology ,14333,Air,Explosives
11511,214705615,Kaitlyn Talty,geology ,23038,Air,Gaza
11512,83060067,Kevin Pagan,Chemical Engineer,18911,Intelligence,Explosives
11513,617286169,Richard Uhl,Automotive Enginee,20462,Infantry,Lebanon
11514,135693793,Casey Knowlton,Zoology,25905,Intelligence,Animal training
11515,128632142,Ryan Fountain,Chemistry,20101,Infantry,Enemy-psychology
11516,539455989,Martha Hudnall,Microbiology,21163,Armored,Explosives
11517,122544185,Walter Figueroa,Automotive Enginee,18850,Armored,Syria
11518,636303626,Enid Maddox,Chemical Engineer,27074,Navy,Gaza
11519,154302189,Harvey Otto,Automotive Enginee,11801,Armored,Syria
11520,186515657,Veronica Cea,Astronomy,22311,Infantry,Egypt
11521,413360525,Antoinette Gwinn,Biochemistry,14385,Navy,Syria
11522,551346331,Elizabeth Fleeger,Chemistry,15512,Armored,Syria
11523,899989620,Lionel Fujioka,Zoology,26290,Infantry,Firearms
11524,528416701,Jeannine Abu,Zoology,25553,Infantry,Health-care
11525,851431805,Joan Raby,Chemistry,18962,Air,Gaza
11526,526253229,Joy Piche,Microbiology,29592,Infantry,Firearms
11527,357100124,Patricia Edwards,Chemical Engineer,29466,Infantry,Egypt
11528,445815498,Loretta Lynn,Chemical Engineer,27247,Navy,Health-care
11529,777501341,Jimmy Castillo,Astronomy,14702,Air,Egypt
11530,860360781,Jason Bishop,Biochemistry,9298,Armored,Animal training
11531,491819308,Minnie Scott,Automotive Enginee,10457,Navy,Syria
11532,874132679,John Moran,Physics,8160,Air,Syria
11533,200197426,Anna Townsel,geology ,9426,Air,Gaza
11534,711782749,Mark Earp,Zoology,14524,Intelligence,Egypt
11535,945365512,Kay Kreitner,Physics,4983,Armored,Explosives
11536,791786858,Trina Holt,Botany,26084,Infantry,Lebanon
11537,378111838,Franklin Spires,Zoology,27534,Air,Syria
11538,486624173,Kirk Garcia,Zoology,3078,Intelligence,Lebanon
11539,414721399,Gayla Niles,Botany,12122,Air,Explosives
11540,254511277,Myrtle Nett,Astronomy,22599,Navy,Syria
11541,828111414,Oralia Levites,geology ,7900,Intelligence,Egypt
11542,558124579,Michael Loera,Computer Engineer,20720,Armored,Lebanon
11543,955176054,Jose Gross,Physics,23970,Navy,Health-care
11544,330741198,Pilar Drake,Computer Engineer,6578,Air,Finance
11545,453111955,Diane Slone,Chemical Engineer,17140,Intelligence,Lebanon
11546,162149958,Richard Shanks,Botany,3634,Infantry,Enemy-psychology
11547,839010288,Norma Deese,Chemical Engineer,20828,Air,Egypt
11548,947090410,Eleanor Herbert,Astronomy,26453,Air,Explosives
11549,530340158,Jerry Johnson,geology ,7690,Intelligence,Health-care
11550,466075295,Douglas Miller,Physics,27295,Navy,Egypt
11551,513313707,Sandra Mansfield,geology ,20286,Air,Finance
11552,44147548,Micaela Harrison,Microbiology,6761,Air,Enemy-psychology
11553,351578883,Rebecca Davis,Botany,13872,Armored,Finance
11554,12306101,Jacob Jackson,Astronomy,21923,Navy,Animal training
11555,609780492,Ozie Lyons,Microbiology,10678,Infantry,Animal training
11556,665114519,Sophie Balde,Astronomy,22293,Intelligence,Firearms
11557,212435017,Jessie Rowe,Automotive Enginee,19189,Navy,Syria
11558,897907559,Kimberly Moore,Microbiology,23041,Intelligence,Syria
11559,514234121,Richard Werner,Chemical Engineer,13259,Air,Egypt
11560,514110212,Katherine Sheffield,Zoology,27888,Intelligence,Enemy-psychology
11561,730359974,Arthur Webster,Physics,14374,Air,Animal training
11562,219008587,Carlos Wilhelm,Microbiology,26715,Navy,Explosives
11563,655428804,Michael Vance,Automotive Enginee,15395,Armored,Finance
11564,544173197,Martha Shrum,Automotive Enginee,12331,Navy,Finance
11565,110521256,Andre Davis,Microbiology,20826,Navy,Enemy-psychology
11566,335244959,Priscilla Borcherding,Automotive Enginee,18342,Intelligence,Egypt
11567,964373695,Kevin Schafer,Zoology,23446,Infantry,Syria
11568,569647196,Sarah Underwood,Astronomy,3946,Intelligence,Finance
11569,528676775,Keith Steinberg,Physics,22136,Intelligence,Enemy-psychology
11570,614318881,Andrew Wiseman,Chemistry,13981,Infantry,Explosives
11571,7567007,Christopher Greene,Automotive Enginee,11863,Air,Explosives
11572,795658306,Brandon Mcmahon,Physics,14883,Air,Health-care
11573,146783291,Jeanne Oconnell,Physics,20630,Air,Explosives
11574,59553587,Frederick Omalley,Botany,13266,Navy,Health-care
11575,965943922,Mathew Salyers,Computer Engineer,16936,Air,Syria
11576,105112440,Judith Wojenski,Botany,17543,Air,Lebanon
11577,126998259,Michele Bozeman,Physics,16090,Armored,Enemy-psychology
11578,815056639,Robert Alcala,Biochemistry,29183,Air,Finance
11579,764096988,Michael Jones,Automotive Enginee,11523,Infantry,Gaza
11580,978580373,Kenneth Vincent,Microbiology,17106,Armored,Firearms
11581,742268895,David Shuster,Chemistry,11346,Air,Explosives
11582,934076167,Suzanna Johnson,Computer Engineer,23950,Infantry,Health-care
11583,540136316,Marta Saleado,geology ,5625,Navy,Finance
11584,975629511,Walter Holmes,Zoology,18732,Navy,Enemy-psychology
11585,31111448,Barbara Smith,Astronomy,3134,Navy,Explosives
11586,549267012,Leo Strahl,Chemical Engineer,28843,Air,Animal training
11587,331859254,Melissa Chamberlain,Biochemistry,29127,Infantry,Animal training
11588,588169809,Shirley Mckinney,Computer Engineer,27485,Armored,Gaza
11589,991394889,Johanna Gibson,Microbiology,6067,Infantry,Finance
11590,972120006,Rosalinda Martin,Chemical Engineer,11633,Infantry,Egypt
11591,357923584,Louise Aycock,Astronomy,13052,Air,Health-care
11592,988815350,Robert Adkins,Automotive Enginee,5278,Infantry,Gaza
11593,137842995,William Robinson,Computer Engineer,22001,Air,Animal training
11594,286725712,Stacy Kilgore,Astronomy,7383,Air,Firearms
11595,316189749,Patrick Braun,Astronomy,17947,Air,Animal training
11596,520388116,Diana Workman,Chemistry,11377,Intelligence,Animal training
11597,257407781,Vincent Weaver,Automotive Enginee,18380,Air,Egypt
11598,384483217,Julia Campos,Zoology,22349,Intelligence,Enemy-psychology
11599,174166282,Jeremy Martin,Astronomy,10550,Armored,Explosives
11600,689030833,Timothy Ray,Zoology,19324,Armored,Egypt
11601,472335486,Donna Dews,Chemistry,24520,Infantry,Egypt
11602,981490641,Sara Larson,Microbiology,27710,Intelligence,Finance
11603,568826241,Rebecca Angel,Botany,22390,Intelligence,Gaza
11604,109383756,Karen Leich,Biochemistry,28553,Navy,Enemy-psychology
11605,665668446,George Ordonez,Microbiology,4247,Air,Syria
11606,251093735,Shannon Robertson,Biochemistry,7253,Air,Syria
11607,542375331,Thomas Thurman,Physics,21263,Navy,Egypt
11608,708423743,Maryellen Washington,Zoology,14208,Air,Firearms
11609,659156173,Jane Broach,Biochemistry,10679,Air,Enemy-psychology
11610,582896420,Robert Tharrington,Automotive Enginee,18325,Intelligence,Health-care
11611,849453362,Harold Hanner,Biochemistry,6959,Intelligence,Finance
11612,373025235,Calvin Wallace,Computer Engineer,14259,Navy,Explosives
11613,434805924,Monique Barksdale,Biochemistry,20996,Navy,Syria
11614,963485754,Rhonda Maske,Botany,19259,Navy,Explosives
11615,829416034,Eileen Buxton,Microbiology,18441,Armored,Lebanon
11616,888111673,Charles Stevens,Physics,20695,Navy,Finance
11617,176158205,Jessie Dunn,Zoology,26501,Infantry,Animal training
11618,930668946,Clarence Calhoun,Astronomy,11630,Armored,Syria
11619,509706591,Craig Weed,Botany,24104,Infantry,Finance
11620,330032719,Leslee Naughton,Chemical Engineer,26325,Air,Syria
11621,214228883,Norma Monteros,Botany,9731,Air,Animal training
11622,859617987,Fritz Alton,Chemistry,21083,Infantry,Syria
11623,124122361,Richard Melgoza,Automotive Enginee,19821,Infantry,Syria
11624,322824445,Niesha Castle,Computer Engineer,18105,Navy,Explosives
11625,9972716,Sandy Wildman,Chemistry,11259,Navy,Syria
11626,506622291,Dorothy Smith,geology ,27025,Intelligence,Lebanon
11627,894750300,Charlie Becker,Chemistry,4849,Air,Gaza
11628,915292650,Joel Ray,Biochemistry,29029,Navy,Lebanon
11629,200349559,Cora Compos,Microbiology,4755,Air,Egypt
11630,443833204,Daniel Ballard,Astronomy,22710,Air,Animal training
11631,449241405,Martha Lomago,geology ,15470,Navy,Firearms
11632,919395200,William Cruz,Astronomy,23239,Intelligence,Firearms
11633,309093385,Miles Bartley,Biochemistry,6486,Intelligence,Gaza
11634,15489946,Karen Fortson,geology ,9617,Navy,Animal training
11635,525114733,Brian Davies,Zoology,11871,Intelligence,Syria
11636,435514919,Carmen Banks,Chemistry,11054,Intelligence,Gaza
11637,202337551,John Williams,Microbiology,3275,Air,Finance
11638,578443211,Gail Groomes,geology ,8753,Intelligence,Lebanon
11639,998014172,Wiley Lewis,Physics,18136,Navy,Animal training
11640,789253862,Darlene Thomas,Microbiology,17275,Infantry,Explosives
11641,127338731,Lilly Hill,Chemical Engineer,22536,Navy,Explosives
11642,996752357,Anthony Arpin,Botany,26165,Infantry,Animal training
11643,107287924,Dario Moore,geology ,26259,Armored,Enemy-psychology
11644,812044812,Viola Robinson,Automotive Enginee,22291,Air,Animal training
11645,139579068,Herman Perdomo,Physics,7061,Infantry,Syria
11646,617683888,Connie Pinkston,Automotive Enginee,12588,Air,Egypt
11647,967580618,Juanita Gilbertson,Microbiology,11869,Armored,Syria
11648,729650587,Roger Bergquist,Chemistry,22781,Intelligence,Enemy-psychology
11649,235740748,Pamela Walker,Zoology,22522,Air,Syria
11650,831488353,Anthony Caldwell,geology ,28029,Armored,Finance
11651,100431073,Daniel Watson,Zoology,22357,Navy,Lebanon
11652,406477722,Michael Galindo,Physics,9038,Armored,Lebanon
11653,891464675,Fred Davis,Physics,29873,Armored,Animal training
11654,92429508,Nancy Steffen,geology ,28283,Armored,Firearms
11655,452991290,Marcia Covert,geology ,27404,Armored,Syria
11656,924277426,Desirae Whitecotton,Physics,5925,Air,Gaza
11657,843126839,Ruben Murphy,Microbiology,20655,Intelligence,Syria
11658,673791372,Emil Holman,Microbiology,21357,Infantry,Syria
11659,866952823,Lindsey Casady,Microbiology,17988,Intelligence,Gaza
11660,469805243,Amy Faulkner,geology ,9744,Navy,Enemy-psychology
11661,990912086,Leslie Whitchurch,Astronomy,7392,Armored,Health-care
11662,756387362,Irma Vallot,Automotive Enginee,6849,Intelligence,Lebanon
11663,63331393,Tonia Aguinaldo,geology ,25721,Navy,Egypt
11664,481298707,Jeff Blizzard,Chemistry,19097,Armored,Firearms
11665,501466272,Gisela Woody,Chemistry,16835,Infantry,Egypt
11666,635850008,Peter Foltz,Chemical Engineer,16148,Armored,Finance
11667,92491447,Tracy Rymer,Microbiology,23852,Armored,Health-care
11668,534696659,Barry Mayo,Chemical Engineer,10148,Navy,Gaza
11669,116896068,Kevin Dick,Astronomy,13243,Air,Explosives
11670,51294640,Dennis Macauley,Microbiology,20134,Armored,Finance
11671,774764019,Louise Domingues,Astronomy,6452,Air,Gaza
11672,93084780,Michael Harrier,Botany,10654,Infantry,Animal training
11673,195269810,Lila Kimble,Botany,9652,Intelligence,Syria
11674,354878456,Bertha Dupree,Physics,6969,Navy,Firearms
11675,362704928,Salvador Carter,Computer Engineer,24375,Armored,Health-care
11676,831382814,Maria Samson,Automotive Enginee,7975,Intelligence,Firearms
11677,555371406,Michael Cordero,Computer Engineer,29132,Armored,Explosives
11678,259828692,Aurelio May,Chemical Engineer,16151,Navy,Gaza
11679,533953992,Sharon Bradley,Biochemistry,9789,Navy,Egypt
11680,812892863,George Paul,Biochemistry,23764,Armored,Health-care
11681,761664863,Lynn Owen,geology ,18223,Air,Egypt
11682,611251037,Dawn Williams,Microbiology,16211,Infantry,Animal training
11683,19052034,Harry Yarborough,Physics,5400,Intelligence,Enemy-psychology
11684,529227727,Dianna Garza,Biochemistry,14455,Air,Explosives
11685,330792437,James Carter,Microbiology,7831,Armored,Firearms
11686,922329189,Randall Holton,geology ,13719,Navy,Enemy-psychology
11687,467854144,Richard Campbell,Astronomy,21931,Navy,Firearms
11688,723595991,Nancy Dunmore,Computer Engineer,13285,Navy,Gaza
11689,149102868,Ella Krug,Chemical Engineer,29809,Intelligence,Egypt
11690,751150542,Robert Morin,Physics,17729,Air,Firearms
11691,607688511,Bret Christian,Astronomy,22352,Infantry,Health-care
11692,852151655,Thad Lawson,Botany,5393,Intelligence,Syria
11693,22354614,Caroline Miller,Chemistry,25369,Navy,Gaza
11694,376746198,Jeanette Rogers,Zoology,29177,Infantry,Egypt
11695,368906522,Richard Ray,Chemical Engineer,12804,Infantry,Enemy-psychology
11696,657808540,Everette Ruff,Botany,27937,Intelligence,Lebanon
11697,388307677,Dawn Hutching,Astronomy,27876,Navy,Gaza
11698,836796005,James Gonzalez,Automotive Enginee,14373,Air,Explosives
11699,389251587,Michael Robert,Microbiology,15714,Navy,Lebanon
11700,328875579,William Campbell,Zoology,17458,Armored,Health-care
11701,441374276,Willie Anthony,geology ,10803,Navy,Egypt
11702,699325317,Dusty Beren,Physics,6073,Armored,Explosives
11703,246582673,Myrtle Mills,Chemical Engineer,25227,Air,Finance
11704,581189281,Lori Dorf,Biochemistry,16817,Air,Explosives
11705,394439063,Charles Snelson,Zoology,29701,Infantry,Firearms
11706,56540763,Rose Schroeder,Chemistry,16853,Air,Explosives
11707,614715099,James Davidson,Computer Engineer,15671,Air,Gaza
11708,188761191,Lisa Michna,Physics,6188,Navy,Egypt
11709,854107715,Kenneth Salvo,Automotive Enginee,7804,Air,Explosives
11710,892317160,Ray Norman,Microbiology,6143,Infantry,Egypt
11711,880223026,Gary Burroughs,Microbiology,21346,Air,Egypt
11712,604968839,Justin Roussel,Computer Engineer,15113,Armored,Animal training
11713,126262968,Jackie Miller,Astronomy,26687,Air,Finance
11714,480152829,Scott Barnes,Astronomy,27477,Navy,Health-care
11715,710116849,Richard Downs,Physics,7262,Armored,Explosives
11716,520961319,Phillip Parada,Astronomy,26964,Intelligence,Explosives
11717,216665460,Alfred Hall,Botany,12664,Intelligence,Explosives
11718,199040983,Dorothy Hansen,Botany,3934,Armored,Syria
11719,7123279,Allen Anderson,Zoology,25590,Armored,Gaza
11720,226595745,Luvenia Clarke,Botany,11069,Air,Health-care
11721,96378617,Ginger Johnson,Chemistry,5566,Intelligence,Enemy-psychology
11722,824172507,Alicia Mcdonald,Chemical Engineer,10846,Air,Health-care
11723,45481119,Gisele Gorham,Physics,16792,Navy,Explosives
11724,175576262,Twila Liang,Zoology,21428,Intelligence,Egypt
11725,15059803,Mikel Shackett,geology ,5067,Infantry,Animal training
11726,399983896,Dalila Cunningham,Zoology,5319,Armored,Firearms
11727,206549901,Hubert Scowden,Biochemistry,18484,Air,Firearms
11728,85804979,Francis Alcantara,Physics,11038,Navy,Animal training
11729,534809871,Siu Collier,Microbiology,11931,Armored,Explosives
11730,405898343,Dale Calhoun,geology ,3539,Armored,Egypt
11731,431578520,Doyle Mitchell,Botany,15469,Air,Syria
11732,66919199,Ralph Jones,Physics,14153,Air,Animal training
11733,510748510,William Fox,Chemistry,28807,Intelligence,Finance
11734,997501147,Deidre Petruzzelli,Botany,9340,Infantry,Enemy-psychology
11735,285425085,Richard Losh,Microbiology,7137,Navy,Health-care
