Run key reserves,Run key soldiers,Salary per day,Reserve contact,Days served,Last recruited Date,Reserve training
1108,6648,660,0505282350,256,2015-03-08,driver
1109,6654,397,0502051295,52,2016-01-31,communication
1110,6660,704,0509461903,603,2017-06-05,explosives
1111,6666,791,0504028661,499,2012-02-13,medic
1112,6672,515,0506992955,30,2017-10-26,anti-air
1113,6678,516,0508418489,608,2016-07-03,driver
1114,6684,621,0507651503,836,2011-11-30,medic
1115,6690,686,0509845460,916,2018-01-04,commander
1116,6696,540,0506814681,712,2016-01-01,anti-air
1117,6702,267,0508509983,637,2014-12-05,heavy machine-gun
1118,6708,564,0505727324,765,2014-07-09,communication
1119,6714,311,0503352866,536,2012-02-29,driver
1120,6720,584,0503106571,123,2012-02-23,communication
1121,6726,518,0509259248,25,2018-07-09,sniper
1122,6732,604,0504913402,609,2012-12-21,explosives
1123,6738,202,0508515418,197,2014-10-26,anti-air
1124,6744,239,0508932584,424,2014-04-28,heavy machine-gun
1125,6750,441,0504518742,635,2012-12-24,heavy machine-gun
1126,6756,481,0509678770,290,2015-08-07,medic
1127,6762,606,0505130603,89,2014-06-04,communication
1128,6768,217,0508307690,764,2013-06-05,sniper
1129,6774,226,0509299800,443,2013-03-08,heavy machine-gun
1130,6780,306,0507549787,273,2012-11-24,grandes
1131,6786,751,0503485857,915,2016-04-24,sniper
1132,6792,764,0503542372,206,2018-12-20,communication
1133,6798,332,0504139543,801,2018-09-14,communication
1134,6804,556,0505366319,742,2015-09-23,sniper
1135,6810,262,0506833759,33,2018-02-06,sniper
1136,6816,623,0502568463,527,2012-09-06,sniper
1137,6822,299,0508325728,227,2015-11-09,communication
1138,6828,276,0507245686,30,2017-02-14,sniper
1139,6834,626,0507772565,473,2018-05-31,sniper
1140,6840,785,0505310956,331,2018-05-25,commander
1141,6846,647,0503952224,369,2015-10-13,scout
1142,6852,355,0502151575,292,2018-08-29,explosives
1143,6858,209,0506595083,83,2016-01-05,explosives
1144,6864,330,0503293487,711,2015-09-15,medic
1145,6870,525,0508632360,881,2014-10-12,anti-air
1146,6876,207,0509022918,819,2013-04-22,sniper
1147,6882,259,0502717292,655,2013-07-15,communication
1148,6888,410,0501096573,43,2016-03-23,explosives
1149,6894,329,0504982301,207,2014-08-11,heavy machine-gun
1150,6900,624,0505412877,732,2016-08-14,explosives
1151,6906,775,0507544516,812,2016-11-22,communication
1152,6912,673,0508423040,361,2013-08-15,commander
1153,6918,493,0501962982,496,2014-07-18,driver
1154,6924,339,0505549778,155,2016-06-21,communication
1155,6930,577,0505879253,59,2017-08-21,sniper
1156,6936,302,0505290565,272,2018-01-17,heavy machine-gun
1157,6942,651,0505850546,988,2017-02-24,explosives
1158,6948,623,0502418249,524,2012-08-12,commander
1159,6954,693,0502867543,894,2013-05-09,driver
1160,6960,777,0502316646,864,2014-04-24,explosives
1161,6966,206,0504172488,755,2012-06-14,scout
1162,6972,785,0501041634,327,2017-01-19,driver
1163,6978,687,0504464911,989,2017-09-02,heavy machine-gun
1164,6984,609,0508172711,870,2015-10-06,medic
1165,6990,292,0504033027,789,2014-11-10,driver
1166,6996,741,0509947264,192,2014-08-28,commander
1167,7002,606,0504235978,769,2017-06-10,communication
1168,7008,227,0509186224,488,2016-02-02,driver
1169,7014,232,0506295391,838,2012-10-24,commander
1170,7020,740,0508162838,936,2017-06-17,anti-air
1171,7026,419,0501500436,143,2012-09-14,grandes
1172,7032,314,0503154973,233,2012-12-01,commander
1173,7038,622,0503656320,833,2013-03-03,sniper
1174,7044,726,0503453390,862,2017-04-06,medic
1175,7050,596,0501384321,864,2013-01-08,driver
1176,7056,564,0507026744,514,2012-01-25,explosives
1177,7062,742,0508546233,100,2012-08-20,scout
1178,7068,730,0503196322,735,2018-02-09,communication
1179,7074,504,0506754762,811,2013-11-25,communication
1180,7080,627,0504960274,867,2016-02-22,driver
1181,7086,584,0506301301,145,2017-08-07,commander
1182,7092,309,0504935661,27,2014-07-02,medic
1183,7098,696,0507874725,728,2017-11-09,communication
1184,7104,383,0501810494,923,2014-03-24,communication
1185,7110,545,0502562218,451,2012-06-27,heavy machine-gun
1186,7116,294,0506958208,857,2015-08-06,scout
1187,7122,584,0506838279,169,2016-10-25,driver
1188,7128,241,0508864695,630,2013-03-27,explosives
1189,7134,657,0501402376,366,2014-01-23,commander
1190,7140,318,0505403011,640,2015-09-15,medic
1191,7146,535,0507941362,207,2017-07-18,commander
1192,7152,680,0503923812,899,2013-09-05,sniper
1193,7158,539,0504325719,308,2019-02-19,sniper
1194,7164,615,0508943674,931,2017-05-16,scout
1195,7170,283,0505579736,768,2016-04-30,heavy machine-gun
1196,7176,412,0507098869,410,2014-07-03,communication
1197,7182,277,0506073457,431,2016-12-30,sniper
1198,7188,573,0501488955,154,2015-06-09,medic
1199,7194,201,0505869431,877,2019-02-24,sniper
1200,7200,672,0504048844,596,2016-04-25,medic
1201,7206,658,0501098432,990,2016-12-20,sniper
1202,7212,225,0503047545,395,2016-02-13,heavy machine-gun
1203,7218,723,0507921947,506,2011-12-08,anti-air
1204,7224,241,0507653295,958,2016-07-31,anti-air
1205,7230,404,0506015782,669,2018-07-16,scout
1206,7236,537,0509700324,673,2013-05-07,scout
1207,7242,581,0508933606,201,2014-03-22,sniper
1208,7248,633,0501103132,754,2017-03-09,heavy machine-gun
1209,7254,544,0501281299,478,2012-11-02,scout
1210,7260,766,0506784986,262,2014-05-13,heavy machine-gun
1211,7266,299,0507891477,836,2018-06-23,driver
1212,7272,311,0503285253,288,2018-09-26,explosives
1213,7278,759,0501034324,12,2012-11-17,medic
1214,7284,723,0504968174,669,2017-12-19,scout
1215,7290,792,0508003152,983,2014-04-18,scout
1216,7296,529,0508005480,61,2012-12-01,grandes
1217,7302,565,0505229406,916,2016-04-14,driver
1218,7308,766,0504825493,791,2019-01-12,driver
1219,7314,609,0508306365,971,2016-03-10,sniper
1220,7320,608,0507884974,82,2012-02-05,sniper
1221,7326,416,0507988345,471,2016-02-21,heavy machine-gun
1222,7332,695,0503535033,120,2018-04-11,heavy machine-gun
1223,7338,510,0508852017,957,2015-06-24,explosives
1224,7344,314,0506566143,316,2014-02-04,sniper
1225,7350,370,0503109988,117,2012-03-23,communication
1226,7356,706,0504211576,679,2015-03-04,heavy machine-gun
1227,7362,659,0505633697,377,2015-01-27,driver
1228,7368,800,0506350077,697,2018-05-12,heavy machine-gun
1229,7374,789,0506071096,230,2016-09-16,explosives
1230,7380,722,0502549871,774,2017-06-29,communication
1231,7386,351,0501070657,537,2013-07-05,heavy machine-gun
1232,7392,336,0504894803,807,2017-05-03,explosives
1233,7398,767,0501039411,899,2016-06-26,heavy machine-gun
1234,7404,655,0505965939,794,2014-09-11,commander
1235,7410,232,0501212322,991,2012-07-20,heavy machine-gun
1236,7416,453,0507524922,794,2012-03-31,sniper
1237,7422,248,0503684671,687,2015-01-09,driver
1238,7428,317,0504901423,519,2014-10-25,commander
1239,7434,650,0507855746,397,2012-04-29,commander
1240,7440,708,0501844895,219,2017-01-15,medic
1241,7446,602,0509829890,581,2012-07-24,grandes
1242,7452,585,0503884873,244,2015-04-16,explosives
1243,7458,404,0502037515,808,2012-03-26,explosives
1244,7464,570,0505242870,199,2013-09-01,anti-air
1245,7470,280,0509353534,314,2018-11-28,sniper
1246,7476,660,0501912928,538,2013-04-11,commander
1247,7482,476,0505818385,429,2011-12-25,explosives
1248,7488,359,0505949211,965,2014-08-09,grandes
1249,7494,502,0504653205,838,2018-01-09,heavy machine-gun
1250,7500,688,0504325406,429,2017-10-22,heavy machine-gun
1251,7506,490,0504319004,457,2013-11-15,driver
1252,7512,277,0504352129,714,2016-09-19,grandes
1253,7518,356,0506014475,924,2015-12-13,explosives
1254,7524,690,0502719541,899,2017-10-05,grandes
1255,7530,588,0501861828,161,2015-06-11,sniper
1256,7536,557,0506284492,559,2013-04-21,medic
1257,7542,232,0507854792,378,2013-01-11,driver
1258,7548,584,0501164996,899,2015-10-17,communication
1259,7554,669,0506033531,182,2014-04-21,anti-air
1260,7560,592,0504389055,595,2018-07-04,heavy machine-gun
1261,7566,709,0507391702,218,2019-03-10,anti-air
1262,7572,670,0503973099,978,2012-09-07,grandes
1263,7578,382,0508172120,439,2012-09-05,scout
1264,7584,612,0509429120,401,2013-06-22,scout
1265,7590,681,0504715035,99,2013-03-03,medic
1266,7596,625,0507486914,48,2014-06-22,scout
1267,7602,699,0502865980,453,2013-01-31,scout
1268,7608,277,0509128490,357,2018-06-22,medic
1269,7614,242,0501602453,221,2018-12-05,scout
1270,7620,327,0505105862,663,2012-12-21,sniper
1271,7626,367,0509731174,639,2012-12-01,communication
1272,7632,483,0505360079,315,2012-04-19,explosives
1273,7638,614,0504049325,57,2018-11-30,communication
1274,7644,297,0504305806,613,2018-11-11,grandes
1275,7650,399,0505112358,18,2015-07-12,grandes
1276,7656,625,0505729227,220,2015-08-18,communication
1277,7662,263,0508692715,52,2014-11-22,heavy machine-gun
1278,7668,319,0508831966,469,2016-09-24,scout
1279,7674,619,0504620989,17,2015-09-29,scout
1280,7680,397,0505733887,328,2015-09-06,explosives
1281,7686,328,0506858411,487,2012-08-17,medic
1282,7692,452,0502101176,406,2017-05-04,driver
1283,7698,232,0508123284,377,2014-10-22,scout
1284,7704,380,0503990400,10,2014-11-17,explosives
1285,7710,463,0507307214,536,2016-07-26,heavy machine-gun
1286,7716,257,0509976213,120,2017-02-14,communication
1287,7722,400,0505643236,49,2016-07-09,anti-air
1288,7728,554,0509179747,329,2018-03-30,scout
1289,7734,439,0505290337,303,2017-07-15,driver
1290,7740,566,0502336827,79,2013-12-07,driver
1291,7746,703,0507955196,978,2018-12-09,grandes
1292,7752,296,0508438862,602,2019-02-03,commander
1293,7758,740,0506232698,235,2015-03-29,commander
1294,7764,705,0507482317,472,2016-06-18,commander
1295,7770,755,0507672178,969,2018-01-05,grandes
1296,7776,257,0504773241,975,2017-10-20,heavy machine-gun
1297,7782,762,0508027425,176,2013-09-04,explosives
1298,7788,422,0508513647,959,2013-06-04,communication
1299,7794,447,0508544392,962,2016-07-31,driver
1300,7800,436,0504138865,66,2012-04-13,explosives
1301,7806,704,0502450739,491,2018-04-23,grandes
1302,7812,715,0508835584,199,2016-10-31,heavy machine-gun
1303,7818,621,0509522607,642,2015-03-27,scout
1304,7824,522,0509594243,381,2019-02-27,heavy machine-gun
1305,7830,587,0509464020,86,2016-01-25,driver
1306,7836,442,0507229917,719,2014-04-15,commander
1307,7842,287,0505867191,597,2017-09-12,commander
1308,7848,223,0507841068,24,2012-01-29,grandes
1309,7854,376,0509960555,987,2013-04-02,medic
1310,7860,325,0501218068,924,2019-03-04,sniper
1311,7866,206,0508532436,72,2018-04-08,communication
1312,7872,669,0507859366,110,2012-02-12,medic
1313,7878,502,0506971583,378,2012-05-23,anti-air
1314,7884,621,0501627379,236,2012-11-11,sniper
1315,7890,235,0506517654,236,2015-11-23,sniper
1316,7896,383,0501446965,579,2015-09-08,sniper
1317,7902,549,0508257518,169,2013-12-21,heavy machine-gun
1318,7908,736,0506363909,209,2012-06-10,sniper
1319,7914,689,0501301189,503,2019-01-29,commander
1320,7920,352,0506580965,640,2018-09-15,sniper
1321,7926,717,0501408055,268,2017-01-25,anti-air
1322,7932,440,0506245781,283,2017-05-14,grandes
1323,7938,263,0501810190,793,2016-04-11,medic
1324,7944,677,0509879240,320,2017-04-13,heavy machine-gun
1325,7950,779,0507121024,318,2017-06-10,sniper
1326,7956,478,0503029283,633,2018-06-05,medic
1327,7962,640,0502262456,676,2018-01-10,communication
1328,7968,398,0503026512,87,2018-07-22,heavy machine-gun
1329,7974,369,0506605911,59,2012-02-14,scout
1330,7980,214,0508429036,1000,2017-12-09,scout
1331,7986,796,0502164030,349,2016-08-24,anti-air
1332,7992,435,0509695631,30,2014-03-23,sniper
1333,7998,603,0508283037,449,2017-07-15,communication
1334,8004,613,0507230226,138,2016-12-16,driver
1335,8010,557,0507264737,44,2016-10-22,scout
1336,8016,799,0503375431,344,2014-05-13,communication
1337,8022,706,0504871834,571,2012-05-10,sniper
1338,8028,539,0504972271,690,2015-06-04,driver
1339,8034,796,0505457220,148,2014-11-07,communication
1340,8040,317,0508672642,117,2018-07-11,heavy machine-gun
1341,8046,789,0509332498,407,2013-08-04,sniper
1342,8052,301,0505008376,175,2017-06-07,communication
1343,8058,636,0503269960,192,2018-06-02,heavy machine-gun
1344,8064,704,0501771159,543,2014-03-11,driver
1345,8070,769,0504205632,303,2018-02-10,grandes
1346,8076,460,0502599498,480,2016-10-24,anti-air
1347,8082,485,0503681638,700,2012-01-02,anti-air
1348,8088,742,0507833675,698,2019-02-17,anti-air
1349,8094,782,0503124354,749,2018-10-14,grandes
1350,8100,228,0501508117,146,2018-02-09,commander
1351,8106,381,0503467288,342,2017-09-15,communication
1352,8112,530,0509208090,820,2018-06-15,anti-air
1353,8118,629,0504172928,163,2016-10-02,commander
1354,8124,418,0505843699,753,2013-05-13,scout
1355,8130,453,0508787067,834,2011-12-06,sniper
1356,8136,236,0505408432,990,2015-09-17,sniper
1357,8142,713,0503914836,587,2014-04-27,driver
1358,8148,291,0505750016,547,2019-03-03,sniper
1359,8154,697,0503274691,825,2015-02-13,explosives
1360,8160,551,0505089957,651,2013-12-12,sniper
1361,8166,738,0506780865,331,2014-04-27,grandes
1362,8172,370,0503907487,555,2014-08-14,grandes
1363,8178,743,0502307788,331,2011-12-13,driver
1364,8184,372,0505113788,82,2015-07-25,grandes
1365,8190,303,0507088678,150,2016-01-08,scout
1366,8196,737,0501704108,678,2015-10-02,heavy machine-gun
1367,8202,709,0502026776,467,2012-06-08,scout
1368,8208,624,0506257068,2,2016-11-23,commander
1369,8214,407,0508709194,41,2014-03-30,scout
1370,8220,231,0505574118,770,2013-04-10,sniper
1371,8226,732,0506933380,865,2012-10-30,anti-air
1372,8232,705,0501871529,82,2017-05-01,heavy machine-gun
1373,8238,647,0505304226,421,2019-03-15,explosives
1374,8244,385,0506173052,718,2012-04-30,medic
1375,8250,227,0508558643,264,2012-10-14,scout
1376,8256,759,0509807651,453,2015-03-16,anti-air
1377,8262,339,0507883579,174,2016-03-24,driver
1378,8268,402,0503739981,653,2017-08-14,scout
1379,8274,772,0506540903,229,2012-04-15,driver
1380,8280,334,0507330520,797,2017-02-11,commander
1381,8286,644,0503457113,166,2014-01-12,scout
1382,8292,424,0509733906,467,2012-12-31,medic
1383,8298,236,0504242285,49,2012-01-14,heavy machine-gun
1384,8304,409,0509032991,150,2014-01-05,grandes
1385,8310,690,0501452333,805,2014-08-23,medic
1386,8316,777,0503289760,493,2012-03-31,grandes
1387,8322,416,0507357438,959,2016-12-22,driver
1388,8328,428,0501689606,44,2018-01-17,commander
1389,8334,794,0502749910,831,2012-02-12,anti-air
1390,8340,333,0508824552,348,2013-10-26,sniper
1391,8346,638,0501249126,449,2018-01-25,scout
1392,8352,403,0504015757,21,2011-11-22,sniper
1393,8358,400,0504618393,610,2015-05-11,explosives
1394,8364,635,0503620650,645,2014-08-20,scout
1395,8370,739,0504602249,701,2018-01-04,anti-air
1396,8376,398,0503973837,880,2018-08-31,commander
1397,8382,294,0507051902,132,2018-11-26,medic
1398,8388,761,0504085017,334,2014-07-22,explosives
1399,8394,238,0507150424,13,2015-04-10,medic
1400,8400,237,0502503140,139,2014-09-07,anti-air
1401,8406,381,0503379321,6,2018-10-05,driver
1402,8412,373,0505952170,223,2012-05-29,communication
1403,8418,607,0505837563,287,2018-04-03,commander
1404,8424,610,0503664564,685,2017-09-27,sniper
1405,8430,405,0509777593,316,2018-01-01,sniper
1406,8436,735,0503574347,284,2015-10-31,communication
1407,8442,735,0509118005,677,2017-01-05,sniper
1408,8448,654,0507835672,477,2014-12-02,explosives
1409,8454,586,0506866057,680,2014-12-24,grandes
1410,8460,512,0503085557,184,2017-09-17,driver
1411,8466,599,0502011107,95,2019-02-10,driver
1412,8472,591,0501849015,45,2015-04-01,scout
1413,8478,566,0503851861,224,2011-11-18,anti-air
1414,8484,352,0502834768,355,2015-08-25,grandes
1415,8490,680,0507357211,920,2014-05-30,explosives
1416,8496,636,0502773005,985,2016-10-17,grandes
1417,8502,310,0508112317,278,2014-07-12,anti-air
1418,8508,695,0507591271,557,2017-02-01,heavy machine-gun
1419,8514,362,0508126413,82,2018-09-16,sniper
1420,8520,707,0505262575,306,2017-08-23,driver
1421,8526,708,0502893923,684,2017-08-26,anti-air
1422,8532,722,0501522641,560,2015-07-11,sniper
1423,8538,626,0504641754,417,2017-05-18,heavy machine-gun
1424,8544,705,0502652989,13,2016-01-29,explosives
1425,8550,219,0507093306,697,2014-03-04,grandes
1426,8556,246,0508781499,172,2015-10-30,medic
1427,8562,507,0501532507,558,2016-09-27,anti-air
1428,8568,528,0506968367,69,2015-07-09,communication
1429,8574,797,0501208662,918,2018-06-16,commander
1430,8580,735,0502817267,221,2014-11-23,anti-air
1431,8586,499,0502248257,782,2018-10-11,driver
1432,8592,261,0509670251,614,2012-12-22,commander
1433,8598,435,0503540890,975,2017-04-15,grandes
1434,8604,434,0509982950,530,2017-05-09,commander
1435,8610,588,0506846399,30,2013-09-26,communication
1436,8616,266,0507939376,757,2014-10-30,driver
1437,8622,783,0505948318,569,2012-04-29,sniper
1438,8628,621,0503927195,617,2018-03-16,medic
1439,8634,397,0503462369,113,2013-10-24,heavy machine-gun
1440,8640,676,0501253185,845,2016-11-17,commander
1441,8646,250,0503342932,95,2018-08-05,driver
1442,8652,596,0504154076,459,2013-03-22,medic
1443,8658,632,0506019002,989,2016-04-18,grandes
1444,8664,444,0504421094,444,2015-08-25,explosives
1445,8670,252,0505629148,670,2017-03-10,medic
1446,8676,344,0502765263,593,2014-08-22,medic
1447,8682,245,0503219813,43,2012-11-26,commander
1448,8688,317,0509266289,123,2012-06-10,scout
1449,8694,593,0504587516,739,2013-07-25,explosives
1450,8700,521,0506758594,747,2018-12-27,medic
1451,8706,619,0501683442,635,2014-07-02,commander
1452,8712,362,0503654386,187,2013-06-06,driver
1453,8718,572,0504909993,858,2014-03-06,explosives
1454,8724,432,0506586017,285,2014-06-14,anti-air
1455,8730,431,0503844600,49,2015-01-28,explosives
1456,8736,377,0503956801,147,2011-11-29,heavy machine-gun
1457,8742,386,0507145220,132,2015-06-28,commander
1458,8748,638,0501339783,935,2012-11-08,medic
1459,8754,711,0506313904,946,2013-12-12,heavy machine-gun
1460,8760,203,0502499715,78,2012-09-20,medic
1461,8766,697,0505274293,721,2013-08-22,scout
1462,8772,631,0508234022,755,2013-01-07,driver
1463,8778,549,0508936758,130,2017-07-26,sniper
1464,8784,238,0505254797,484,2015-06-22,medic
1465,8790,800,0504024841,895,2017-01-03,anti-air
1466,8796,583,0501799930,146,2014-04-16,medic
1467,8802,345,0501238805,473,2013-08-05,anti-air
1468,8808,781,0504495410,406,2013-06-07,grandes
1469,8814,365,0509874554,893,2016-07-17,explosives
1470,8820,361,0508992798,210,2015-10-30,scout
1471,8826,243,0508566524,487,2014-08-25,anti-air
1472,8832,797,0508959068,305,2014-02-06,anti-air
1473,8838,251,0505522770,664,2016-08-05,grandes
1474,8844,554,0505659665,677,2014-04-02,explosives
1475,8850,758,0508571420,420,2016-01-09,explosives
1476,8856,269,0508810998,939,2014-11-27,explosives
1477,8862,552,0509421737,642,2017-07-07,driver
1478,8868,213,0509138164,712,2017-06-21,driver
1479,8874,607,0507640585,875,2014-12-06,heavy machine-gun
1480,8880,426,0505074936,766,2015-11-19,sniper
1481,8886,254,0509101466,814,2017-07-10,commander
1482,8892,656,0502292722,594,2014-05-01,anti-air
1483,8898,327,0506587881,988,2016-12-04,explosives
1484,8904,727,0507332663,784,2012-10-30,communication
1485,8910,599,0503872270,480,2017-08-14,anti-air
1486,8916,394,0505130926,431,2016-05-17,anti-air
1487,8922,550,0501296892,840,2012-11-28,medic
1488,8928,521,0502596588,143,2016-02-20,communication
1489,8934,442,0506189854,527,2013-07-07,sniper
1490,8940,260,0501119254,652,2013-11-27,explosives
1491,8946,786,0504384908,892,2017-11-16,heavy machine-gun
1492,8952,797,0504695517,365,2014-12-14,communication
1493,8958,402,0505615297,664,2013-01-21,communication
1494,8964,268,0501936586,952,2016-06-27,anti-air
1495,8970,380,0502246738,54,2014-12-17,grandes
1496,8976,201,0506550819,598,2013-11-13,communication
1497,8982,406,0503902972,44,2013-08-04,communication
1498,8988,642,0504348432,440,2014-10-29,commander
1499,8994,292,0503405286,653,2018-11-05,explosives
1500,9000,420,0502275082,114,2012-07-13,driver
1501,9006,654,0501494874,653,2013-10-26,medic
1502,9012,749,0501439190,305,2012-02-18,communication
1503,9018,738,0505398416,78,2017-01-21,grandes
1504,9024,321,0502904297,267,2013-04-14,heavy machine-gun
1505,9030,608,0506512283,278,2019-03-07,communication
1506,9036,286,0505219347,531,2014-08-02,commander
1507,9042,347,0501747820,329,2013-03-02,scout
1508,9048,713,0509517210,846,2017-10-16,anti-air
1509,9054,325,0508830863,225,2014-10-22,driver
1510,9060,558,0504259901,204,2014-08-25,communication
1511,9066,386,0503611835,280,2018-08-09,commander
1512,9072,371,0508279889,350,2015-05-19,heavy machine-gun
1513,9078,453,0509636649,332,2014-06-30,medic
1514,9084,554,0505381082,600,2018-09-12,commander
1515,9090,406,0504730805,879,2011-10-28,anti-air
1516,9096,732,0502895936,197,2015-10-04,sniper
1517,9102,480,0503612658,79,2014-05-28,anti-air
1518,9108,414,0503129603,889,2017-05-04,medic
1519,9114,267,0509066600,123,2016-10-05,anti-air
1520,9120,757,0504810263,546,2018-06-02,commander
1521,9126,798,0505695556,736,2016-06-23,commander
1522,9132,409,0507025554,439,2011-11-11,grandes
1523,9138,744,0507563576,128,2015-04-13,commander
1524,9144,750,0504135628,472,2015-06-16,medic
1525,9150,264,0502188374,901,2013-11-28,grandes
1526,9156,782,0507989315,133,2015-02-02,sniper
1527,9162,768,0502900374,787,2018-10-07,communication
1528,9168,570,0502247369,361,2017-12-20,driver
1529,9174,595,0502377108,232,2017-03-30,heavy machine-gun
1530,9180,798,0504663330,431,2017-08-03,anti-air
1531,9186,589,0502184774,176,2013-11-05,heavy machine-gun
1532,9192,753,0508048974,875,2012-06-24,driver
1533,9198,728,0509396829,346,2016-09-22,communication
1534,9204,577,0503105316,929,2015-10-04,grandes
1535,9210,534,0508213796,497,2015-04-12,scout
1536,9216,621,0502498257,338,2015-05-27,commander
1537,9222,503,0501764401,470,2017-05-30,heavy machine-gun
1538,9228,350,0505620259,694,2018-11-04,anti-air
1539,9234,320,0503396964,592,2013-03-13,sniper
1540,9240,473,0505735070,325,2015-05-29,anti-air
1541,9246,214,0503905655,742,2016-05-27,medic
1542,9252,420,0508667339,580,2017-04-10,explosives
1543,9258,463,0502022926,57,2017-03-14,explosives
1544,9264,484,0506584140,377,2017-04-16,scout
1545,9270,612,0502513271,200,2015-12-08,medic
1546,9276,623,0505541490,725,2011-12-10,commander
1547,9282,596,0502862810,287,2012-05-04,medic
1548,9288,669,0503122928,151,2016-12-04,driver
1549,9294,403,0502645633,517,2013-06-28,communication
1550,9300,512,0501173684,322,2014-06-28,scout
1551,9306,210,0503899527,144,2016-07-10,commander
1552,9312,324,0503870347,164,2014-10-06,heavy machine-gun
1553,9318,669,0506036752,751,2012-09-10,explosives
1554,9324,226,0501810498,21,2014-05-19,explosives
1555,9330,705,0508616559,969,2013-11-22,sniper
1556,9336,279,0508080920,926,2011-11-09,heavy machine-gun
1557,9342,574,0507969588,895,2017-03-04,driver
1558,9348,747,0506539024,106,2012-02-06,explosives
1559,9354,707,0508069423,724,2014-04-01,scout
1560,9360,288,0502154486,179,2017-07-19,driver
1561,9366,635,0507591948,122,2014-11-01,heavy machine-gun
1562,9372,538,0503562110,615,2014-02-12,anti-air
1563,9378,396,0505358092,144,2016-06-18,sniper
1564,9384,479,0507021215,730,2016-02-12,communication
1565,9390,246,0506434725,712,2018-01-11,grandes
1566,9396,257,0509442369,354,2015-12-05,heavy machine-gun
1567,9402,221,0502132840,312,2019-02-25,driver
1568,9408,604,0507129359,312,2017-02-04,anti-air
1569,9414,758,0508066991,360,2012-08-24,scout
1570,9420,585,0501334753,105,2017-03-11,communication
1571,9426,471,0501380565,84,2015-01-24,sniper
1572,9432,369,0508392000,381,2015-05-22,driver
1573,9438,365,0505753976,470,2017-09-08,heavy machine-gun
1574,9444,686,0503872280,506,2014-09-18,scout
1575,9450,482,0507872068,917,2015-01-19,commander
1576,9456,779,0506092450,54,2018-08-15,explosives
1577,9462,737,0504673734,730,2016-02-06,explosives
1578,9468,668,0509481773,950,2013-04-24,commander
1579,9474,392,0504899709,37,2013-07-23,scout
1580,9480,470,0503901104,724,2014-10-14,grandes
1581,9486,333,0508714554,710,2018-11-22,scout
1582,9492,685,0505495331,171,2019-01-02,scout
1583,9498,733,0509669832,385,2018-04-04,driver
1584,9504,465,0506826915,791,2018-11-14,commander
1585,9510,224,0502604279,754,2015-09-13,driver
1586,9516,568,0508929969,686,2013-08-29,commander
1587,9522,301,0506372075,234,2014-09-22,communication
1588,9528,794,0504360774,614,2013-09-14,grandes
1589,9534,413,0503088458,122,2017-11-26,anti-air
1590,9540,501,0507795489,979,2017-04-16,heavy machine-gun
1591,9546,723,0508063516,160,2016-02-07,communication
1592,9552,683,0509184425,93,2016-10-10,scout
1593,9558,793,0509826564,491,2016-05-17,communication
1594,9564,590,0506566483,467,2017-09-14,explosives
1595,9570,573,0503789055,707,2013-12-20,sniper
1596,9576,467,0503280528,701,2018-09-06,grandes
1597,9582,490,0508012554,460,2015-10-11,grandes
1598,9588,511,0503273768,29,2015-12-03,driver
1599,9594,219,0503258822,338,2013-02-24,scout
1600,9600,626,0501886229,306,2012-04-24,anti-air
1601,9606,311,0507169177,617,2017-06-14,scout
1602,9612,364,0504040227,845,2017-01-27,commander
1603,9618,618,0503025130,881,2019-01-17,driver
1604,9624,434,0509222606,761,2013-07-31,scout
1605,9630,603,0504399690,196,2016-04-01,sniper
1606,9636,482,0503557955,785,2019-02-13,medic
1607,9642,241,0507622071,461,2014-09-03,anti-air
1608,9648,403,0501988204,515,2016-03-11,anti-air
1609,9654,299,0503742283,124,2018-09-16,communication
1610,9660,561,0504910776,205,2014-04-24,commander
1611,9666,650,0506881757,17,2013-07-09,communication
1612,9672,227,0502939356,659,2017-01-10,medic
1613,9678,618,0505156193,912,2016-06-22,sniper
1614,9684,316,0508100600,847,2017-10-05,heavy machine-gun
1615,9690,236,0508219998,499,2016-10-22,scout
1616,9696,443,0505207812,655,2018-08-31,scout
1617,9702,389,0506212188,743,2017-08-24,communication
1618,9708,519,0506967102,787,2016-12-06,scout
1619,9714,611,0504035998,109,2016-11-30,communication
1620,9720,481,0509348368,661,2013-10-01,scout
1621,9726,272,0507446389,949,2019-02-22,commander
1622,9732,270,0505717712,141,2012-01-04,grandes
1623,9738,694,0508032113,837,2018-05-15,sniper
1624,9744,202,0505996716,856,2017-08-14,heavy machine-gun
1625,9750,441,0503282613,312,2012-02-16,medic
1626,9756,463,0505831964,871,2018-07-25,commander
1627,9762,310,0505950370,922,2014-02-27,driver
1628,9768,255,0505328489,457,2014-05-09,driver
1629,9774,793,0504826805,582,2018-03-21,heavy machine-gun
1630,9780,731,0501469782,406,2015-04-15,scout
1631,9786,751,0509853043,710,2015-07-19,anti-air
1632,9792,485,0506212957,128,2015-11-07,communication
1633,9798,685,0501860127,603,2018-04-05,medic
1634,9804,368,0504949508,388,2018-06-14,grandes
1635,9810,312,0503590781,689,2013-01-20,explosives
1636,9816,265,0501195796,24,2018-01-17,grandes
1637,9822,397,0503791959,36,2015-05-20,communication
1638,9828,568,0509284264,703,2011-11-05,driver
1639,9834,700,0501285999,935,2018-12-19,sniper
1640,9840,669,0501134914,388,2016-05-24,grandes
1641,9846,712,0503022287,163,2015-12-25,commander
